"ID" "Eo" "Fac" "Cost" "h_final" "h_f_sd" "h_50" "h_50_sd" "rho50" "rho50_sd" "qTT" "qTT_sd" "qT0" "qT0_sd" "q0T" "q0T_sd" "q00" "q00_sd" "equ_05" "equ_01" "equ_001"
1 0.6 0 0.2 2.12219213581611 0.0594116602582807 2.10700658167812 0.0605543346710325 0.644248 0.0114485225853712 0.678000786651553 0.0104743574481971 0.583224032135513 0.0153054002181332 0.321999213348447 0.0104743574481971 0.416775967864487 0.0153054002181332 FALSE FALSE FALSE
2 0.6 0 0.2 2.04787680949858 0.0337082044464493 2.0566658532978 0.0496781642713371 0.64336 0.0102876188712848 0.677927415813713 0.0103251732434309 0.581008214386376 0.0127199871120041 0.322072584186287 0.0103251732434309 0.418991785613624 0.0127199871120041 FALSE FALSE FALSE
3 0.6 0 0.2 2.07831793957381 0.0562905825584665 2.0930484994311 0.0664986791608429 0.64336 0.0124914337995022 0.677908160585189 0.0110330161666918 0.581203542420613 0.0174675849521168 0.322091839414811 0.0110330161666918 0.418796457579387 0.0174675849521168 FALSE FALSE FALSE
4 0.6 0 0.2 2.09395702383639 0.0724987975198724 2.08598163818783 0.06171269315298 0.644648 0.00989178673940957 0.679204587960729 0.00810100246546666 0.582136213653691 0.0156801350211642 0.320795412039271 0.00810100246546667 0.417863786346309 0.0156801350211642 FALSE FALSE FALSE
5 0.6 0 0.2 2.07721485626459 0.0546093369744283 2.06482672739496 0.0531324066373356 0.645552 0.0120501374367639 0.680255183800923 0.0107187563171218 0.582483899596052 0.0163479733300345 0.319744816199077 0.0107187563171218 0.417516100403948 0.0163479733300345 FALSE FALSE FALSE
6 0.6 0 0.2 2.05940530057507 0.0688669332417025 2.06554771364987 0.0561617204430211 0.644072 0.0111733472959502 0.677759474510063 0.0108192904360498 0.583209898356916 0.0162009523084303 0.322240525489937 0.0108192904360498 0.416790101643084 0.0162009523084303 FALSE FALSE FALSE
7 0.6 0 0.2 2.09735586981608 0.0642439463332318 2.10618574435596 0.0712317654647868 0.641432 0.0109123678195235 0.674704574533797 0.00989433769564104 0.582028665654767 0.0153277822198398 0.325295425466203 0.00989433769564104 0.417971334345233 0.0153277822198398 FALSE FALSE FALSE
8 0.6 0 0.2 2.05748232721897 0.0634587860833171 2.05014588453009 0.0449034921994032 0.643848 0.0121473645415836 0.679202220700738 0.011177336882848 0.580007071058121 0.0148736744095872 0.320797779299262 0.011177336882848 0.419992928941879 0.0148736744095872 FALSE FALSE FALSE
9 0.6 0 0.2 2.07628775904432 0.0500739109787561 2.08187477879282 0.0564511788448989 0.64272 0.00986206916236473 0.677366233171897 0.00919787712193028 0.58047987665473 0.0140645779309537 0.322633766828103 0.00919787712193028 0.41952012334527 0.0140645779309537 FALSE FALSE FALSE
10 0.6 0 0.2 2.07422341729605 0.0570640935104908 2.08407549917714 0.0544843838992363 0.646352 0.0111475858098404 0.679122622793504 0.0109540756444099 0.586511043715952 0.0150556885220746 0.320877377206496 0.0109540756444099 0.413488956284048 0.0150556885220746 FALSE FALSE FALSE
11 0.6 0 0.2 2.04939166135075 0.0463345363632975 2.06636890350688 0.0617503596029667 0.566288 0.0113445597858486 0.606594587641674 0.0108565641611858 0.513732838419685 0.0141831367304788 0.393405412358326 0.0108565641611858 0.486267161580315 0.0141831367304788 FALSE FALSE FALSE
12 0.6 0 0.2 2.07976063692398 0.0589296678216722 2.0772702757451 0.0605012798375557 0.567736 0.0107876301042122 0.607340735643959 0.011358011632821 0.515724381704068 0.0125781656807317 0.392659264356041 0.011358011632821 0.484275618295932 0.0125781656807317 FALSE FALSE FALSE
13 0.6 0 0.2 2.0739208317259 0.0546321138464906 2.06814235113095 0.0588528602175676 0.568008 0.0112091769983167 0.607091059742748 0.011028226358066 0.516685855847573 0.0143761186259522 0.392908940257252 0.011028226358066 0.483314144152427 0.0143761186259522 FALSE FALSE FALSE
14 0.6 0 0.2 2.09365023598055 0.0798434635929134 2.09083115587203 0.0691930888477506 0.568984 0.0121657156277259 0.609694695735912 0.0116899343255565 0.515319451967142 0.0151639208552372 0.390305304264088 0.0116899343255565 0.484680548032858 0.0151639208552372 FALSE FALSE FALSE
15 0.6 0 0.2 2.06962841115731 0.0589765151421484 2.07706670166051 0.0756621070836189 0.568712 0.0141371220695078 0.608165117682189 0.0145348362469064 0.516668163272411 0.0150210891114537 0.391834882317812 0.0145348362469064 0.483331836727589 0.0150210891114537 FALSE FALSE FALSE
16 0.6 0 0.2 2.06652639004961 0.0465397583429071 2.06404772813226 0.0516336030609673 0.567672 0.0137688652030438 0.608593421724346 0.0128775220329172 0.513990602769269 0.015109866801808 0.391406578275654 0.0128775220329172 0.486009397230731 0.015109866801808 FALSE FALSE FALSE
17 0.6 0 0.2 2.08902074551221 0.0790039194395123 2.07125385415207 0.0560738424704813 0.56828 0.0119548128810286 0.606618880157037 0.0103748433735594 0.517971166829957 0.0163197357903015 0.393381119842963 0.0103748433735594 0.482028833170043 0.0163197357903015 FALSE FALSE FALSE
18 0.6 0 0.2 2.06887903909665 0.0640166516202776 2.06855757238786 0.0597610662234949 0.570984 0.0133294113959794 0.610912700174308 0.0134474052210281 0.517876853948397 0.0156197902761545 0.389087299825692 0.0134474052210281 0.482123146051603 0.0156197902761545 FALSE FALSE FALSE
19 0.6 0 0.2 2.09338784850876 0.0595454783990606 2.07386303084258 0.0637747489421968 0.569008 0.00984524831000795 0.609420066623954 0.00998541373898262 0.51571297098523 0.0132154767594927 0.390579933376046 0.00998541373898263 0.48428702901477 0.0132154767594927 FALSE FALSE FALSE
20 0.6 0 0.2 2.10103434920587 0.105075394726994 2.07320443268532 0.0724981571841318 0.572928 0.011878415341299 0.611629740650312 0.0111324168653496 0.521102828885308 0.0150522608801616 0.388370259349688 0.0111324168653496 0.478897171114692 0.0150522608801616 FALSE FALSE FALSE
21 0.6 0 0.2 2.07430165368816 0.0631568629656922 2.06054707016994 0.0554918811793019 0.484608 0.0109270650689198 0.526892144196542 0.0121294283815827 0.444876068993255 0.0128413331724157 0.473107855803458 0.0121294283815827 0.555123931006745 0.0128413331724157 FALSE FALSE FALSE
22 0.6 0 0.2 2.04421541049426 0.0418711497498532 2.05301861838805 0.0498967314596404 0.481112 0.0123015950517129 0.522254046487794 0.0119736530274844 0.443050398294453 0.014721160754479 0.477745953512206 0.0119736530274844 0.556949601705548 0.0147211607544789 FALSE FALSE FALSE
23 0.6 0 0.2 2.04428455887788 0.0497328534177393 2.06230754424823 0.0623049794247728 0.481408 0.0100986933889125 0.52534617572768 0.00960385379281838 0.440699831226428 0.0127884188027347 0.47465382427232 0.00960385379281837 0.559300168773572 0.0127884188027347 FALSE FALSE FALSE
24 0.6 0 0.2 2.06364242063566 0.0687848877088276 2.0760587987458 0.0777183604933259 0.483392 0.0104464394871738 0.525443705228933 0.0115123724687053 0.444080753155944 0.0126764619070334 0.474556294771067 0.0115123724687053 0.555919246844055 0.0126764619070334 FALSE FALSE FALSE
25 0.6 0 0.2 2.05833626538459 0.0528640313110293 2.07180738706633 0.0634248776067355 0.4834 0.012164384279443 0.525126876938678 0.0136525820723157 0.444381858280677 0.0142414149836759 0.474873123061322 0.0136525820723157 0.555618141719323 0.0142414149836759 FALSE FALSE FALSE
26 0.6 0 0.2 2.08129557364736 0.0779127972603505 2.06860005503093 0.0668401327526541 0.481288 0.0127911423433945 0.524017946255919 0.0152292885239117 0.44159059517811 0.0131177177575723 0.475982053744081 0.0152292885239117 0.55840940482189 0.0131177177575723 FALSE FALSE FALSE
27 0.6 0 0.2 2.0667957756228 0.0596074583982479 2.06992795354358 0.0649674067419931 0.485848 0.0107023217011973 0.526073736114691 0.0113599926971753 0.447895416220287 0.0134042955939699 0.473926263885309 0.0113599926971753 0.552104583779713 0.0134042955939699 FALSE FALSE FALSE
28 0.6 0 0.2 2.04752803220681 0.0403406713090261 2.05389977541564 0.0499110533054217 0.481368 0.00994846803917722 0.524121921116166 0.0106729565295969 0.44171800006046 0.0117709910310995 0.475878078883834 0.0106729565295969 0.55828199993954 0.0117709910310995 FALSE FALSE FALSE
29 0.6 0 0.2 2.05907558165061 0.0424632954522588 2.06450902978771 0.0564741729082369 0.483496 0.0129717583343861 0.524124389788005 0.0118897271218768 0.445585233919874 0.0158692641183149 0.475875610211995 0.0118897271218768 0.554414766080126 0.0158692641183149 TRUE FALSE FALSE
30 0.6 0 0.2 2.08075481088226 0.0957757874813569 2.05991955481052 0.056473132354509 0.481488 0.010639330959478 0.522188404246292 0.0121385877651422 0.44371563028379 0.0126581308884651 0.477811595753708 0.0121385877651422 0.55628436971621 0.0126581308884651 FALSE FALSE FALSE
31 0.6 0 0.2 2.06735050041087 0.0576444885083247 2.08982082075907 0.0899918901817537 0.395176 0.0114546587973307 0.43490091795347 0.014288959063912 0.369216516759164 0.0122260165719136 0.56509908204653 0.014288959063912 0.630783483240836 0.0122260165719136 TRUE FALSE FALSE
32 0.6 0 0.2 2.05607630122305 0.0661261307454223 2.0626616315842 0.0553169579210894 0.39248 0.012921363420826 0.434341022031766 0.0132594012182271 0.365510314593747 0.0146280442927417 0.565658977968234 0.0132594012182271 0.634489685406253 0.0146280442927417 TRUE TRUE FALSE
33 0.6 0 0.2 2.05919219202659 0.0922507514216449 2.082960542597 0.0768803250159446 0.397912 0.010723170411472 0.438520661322178 0.0124331329049806 0.371099928238096 0.0119218994079947 0.561479338677823 0.0124331329049806 0.628900071761904 0.0119218994079947 FALSE FALSE FALSE
